benchmark,config,strategy,model,pass_kind,method,jpf_pass,violation_type,counterexample,instructions,states_new,states_end,depth,timeout,notes
SmallestEvenMulBranch,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,SmallestEvenMulBranch.smallestEvenMultiple,true,,,11121,2,9,2,false,pass_kind=A; entry=smallestEvenMultiple
SmallestEvenMulBranch,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,SmallestEvenMulBranch.smallestEvenMultiple,true,,,13897,3,9,2,false,pass_kind=A; entry=smallestEvenMultiple
SmallestEvenMulBranch,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,SmallestEvenMulBranch.smallestEvenMultiple,true,,,11309,3,9,2,false,pass_kind=A; entry=smallestEvenMultiple
SmallestEvenMulBranch,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,SmallestEvenMulBranch,false,skipped,,,,,,false,no_rac_class
SolveQuadraticEquation,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,n/a,SolveQuadraticEquation.solve,false,NoUncaughtExceptionsProperty,"====================================================== trace #727\n------------------------------------------------------ transition #0 thread: 0\ngov.nasa.jpf.vm.choice.ThreadChoiceFromSet {id:""ROOT"" ,1/1,isCascaded:false}\n      [9169 insn w/o sources]\n------------------------------------------------------ transition #1 thread: 0\ngov.nasa.jpf.vm.choice.IntIntervalGenerator[id=""verifyGetInt(II)"",isCascaded:false,-4..4,delta=+1,cur=4]\n      [7 insn w/o sources]\n------------------------------------------------------ transition #2 thread: 0\ngov.nasa.jpf.vm.choice.IntIntervalGenerator[id=""verifyG...",1398232,93,729,4,false,pass_kind=n/a; entry=solve
SolveQuadraticEquation,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,SolveQuadraticEquation,false,skipped,,,,,,false,no_rac_class
SolveQuadraticEquation,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,n/a,SolveQuadraticEquation.solve,false,NoUncaughtExceptionsProperty,"====================================================== trace #727\n------------------------------------------------------ transition #0 thread: 0\ngov.nasa.jpf.vm.choice.ThreadChoiceFromSet {id:""ROOT"" ,1/1,isCascaded:false}\n      [9169 insn w/o sources]\n------------------------------------------------------ transition #1 thread: 0\ngov.nasa.jpf.vm.choice.IntIntervalGenerator[id=""verifyGetInt(II)"",isCascaded:false,-4..4,delta=+1,cur=4]\n      [7 insn w/o sources]\n------------------------------------------------------ transition #2 thread: 0\ngov.nasa.jpf.vm.choice.IntIntervalGenerator[id=""verifyG...",1321687,93,729,4,false,pass_kind=n/a; entry=solve
SolveQuadraticEquation,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,SolveQuadraticEquation,false,skipped,,,,,,false,no_rac_class
SortLibrary,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,SortLibrary.sort,true,,,6802407,468,2801,5,false,pass_kind=A; entry=sort
SortLibrary,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,SortLibrary.sort,true,,,6743586,468,2801,5,false,pass_kind=A; entry=sort
SortLibrary,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,SortLibrary,false,skipped,,,,,,false,no_rac_class
SortLibrary,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,SortLibrary,false,skipped,,,,,,false,no_rac_class
StrPalindrome,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,StrPalindrome,false,skipped,,,,,,false,no_rac_class
StrPalindrome,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,StrPalindrome.isPalindrome,true,,,3505134,31,703,3,false,pass_kind=A; entry=isPalindrome
StrPalindrome,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,StrPalindrome,false,skipped,,,,,,false,no_rac_class
StrPalindrome,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,StrPalindrome.isPalindrome,true,,,3242655,31,703,3,false,pass_kind=A; entry=isPalindrome
SubLoop,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,SubLoop,false,skipped,,,,,,false,no_rac_class
SubLoop,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,SubLoop.subLoop,true,,,75850,11,81,3,false,pass_kind=A; entry=subLoop
SubLoop,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,SubLoop.subLoop,true,,,70747,11,81,3,false,pass_kind=A; entry=subLoop
SubLoop,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,SubLoop.subLoop,true,,,89791,15,81,3,false,pass_kind=A; entry=subLoop
Swap,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,n/a,Swap.swap,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__MiniMaxAI_MiniMax-M2.7/src/Swap/Swap.java:2: verify: JML precondition is false\n    //@ requires arr != null;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__MiniMaxAI_MiniMax-M2.7/src/Swap/Swap.java:2: verify: JML precondition is false\n    //@ requires arr != null;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__MiniMaxAI_MiniMax-M2.7/src/Swap/Swap.java:2: verify: JM...,,,,,true,pass_kind=n/a; entry=swap; wall_timeout_s=30.0
Swap,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,n/a,Swap.swap,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/Swap/Swap.java:2: verify: JML precondition is false\n    //@ requires arr != null;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/Swap/Swap.java:2: verify: JML precondition is false\n    //@ requires arr != null;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/Swap/Swap.java:2: v...,,,,,true,pass_kind=n/a; entry=swap; wall_timeout_s=30.0
Swap,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,Swap,false,skipped,,,,,,false,no_rac_class
Swap,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,Swap.swap,true,,,23285928,28478,226881,7,false,pass_kind=A; entry=swap
Temperatures,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,Temperatures.convertTemperature,true,,,10289,2,5,2,false,pass_kind=A; entry=convertTemperature
Temperatures,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,Temperatures.convertTemperature,true,,,10239,2,5,2,false,pass_kind=A; entry=convertTemperature
Temperatures,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,Temperatures.convertTemperature,true,,,9854,2,5,2,false,pass_kind=A; entry=convertTemperature
Temperatures,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,Temperatures,false,skipped,,,,,,false,no_rac_class
ThreeConsecutiveOdds,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,ThreeConsecutiveOdds.threeConsecutiveOdds,true,,,911102,468,2801,5,false,pass_kind=A; entry=threeConsecutiveOdds
ThreeConsecutiveOdds,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,ThreeConsecutiveOdds.threeConsecutiveOdds,true,,,3141544,469,2801,5,false,pass_kind=A; entry=threeConsecutiveOdds
ThreeConsecutiveOdds,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,ThreeConsecutiveOdds,false,skipped,,,,,,false,no_rac_class
ThreeConsecutiveOdds,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ThreeConsecutiveOdds,false,skipped,,,,,,false,no_rac_class
TransposeMatrix,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,TransposeMatrix,false,skipped,,,,,,false,no_rac_class
TransposeMatrix,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,TransposeMatrix,false,skipped,,,,,,false,no_rac_class
TransposeMatrix,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,TransposeMatrix,false,skipped,,,,,,false,no_rac_class
TransposeMatrix,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,TransposeMatrix,false,skipped,,,,,,false,no_rac_class
TwoSum,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,TwoSum,false,skipped,,,,,,false,no_rac_class
TwoSum,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,TwoSum.twoSum,true,,,46846259,3269,25209,6,false,pass_kind=A; entry=twoSum
TwoSum,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,TwoSum,false,skipped,,,,,,false,no_rac_class
TwoSum,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,TwoSum,false,skipped,,,,,,false,no_rac_class
UglyNum,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,UglyNum,false,skipped,,,,,,false,no_rac_class
UglyNum,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,UglyNum.isUgly,true,,,15358,3,9,2,false,pass_kind=A; entry=isUgly
UglyNum,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,UglyNum.isUgly,true,,,21847,5,9,2,false,pass_kind=A; entry=isUgly
UglyNum,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,UglyNum,false,skipped,,,,,,false,no_rac_class
UglyNumLoop,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,UglyNumLoop.isUgly,true,,,10393,2,9,2,false,pass_kind=A; entry=isUgly
UglyNumLoop,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,UglyNumLoop.isUgly,true,,,18894,5,9,2,false,pass_kind=A; entry=isUgly
UglyNumLoop,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,UglyNumLoop,false,skipped,,,,,,false,no_rac_class
UglyNumLoop,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,UglyNumLoop,false,skipped,,,,,,false,no_rac_class
UniqueCharNested,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,UniqueCharNested,false,skipped,,,,,,false,no_rac_class
UniqueCharNested,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,UniqueCharNested,false,skipped,,,,,,false,no_rac_class
UniqueCharNested,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,UniqueCharNested.uniqueChar,true,,,1284041,31,703,3,false,pass_kind=A; entry=uniqueChar
UniqueCharNested,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,UniqueCharNested,false,skipped,,,,,,false,no_rac_class
UniqueNumNested,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,UniqueNumNested.uniqueNum,true,,,1440343,468,2801,5,false,pass_kind=A; entry=uniqueNum
UniqueNumNested,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,UniqueNumNested.uniqueNum,true,,,6839618,468,2801,5,false,pass_kind=A; entry=uniqueNum
UniqueNumNested,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,UniqueNumNested.uniqueNum,true,,,2036312,468,2801,5,false,pass_kind=A; entry=uniqueNum
UniqueNumNested,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,UniqueNumNested,false,skipped,,,,,,false,no_rac_class
XOR,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,XOR.xor,true,,,9616,4,4,3,false,pass_kind=A; entry=xor
XOR,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,XOR.xor,true,,,9722,4,4,3,false,pass_kind=A; entry=xor
XOR,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,XOR.xor,true,,,9680,4,4,3,false,pass_kind=A; entry=xor
XOR,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,XOR,false,skipped,,,,,,false,no_rac_class
